# Time: 2014-02-20 08:09:04
# Hour of Day (GLOW): 8.15111111111
# Hour of Day (DMSP): 8.15111111111
# Geographic Latitude: 79.9446182251
# Geographic Longitude: 73.5646972656
# Magnetic Latitude: 75.4594650269
# Magnetic Local Time: 13.5052032471
# LBH Short Radiance [R]: 878.121582031
# LBH Long Radiance [R]: 741.05456543
# SSJ Electron Energy Flux [mW/m^2]: 1.70902640355
# SSJ Ion Energy Flux [mW/m^2]: 0.0
# z,ped,hall,ionrate,O,O2,N2,NO,O+,O2+,NO+,N(2D),Ne(in),Ne(out),Tn,Ti,Te,3371A,4278A,5200A,5577A,6300A,7320A,10400A,3466A,7774A,8446A,3726A,LBH,1356,1493,1304
1.100000000000000000e+02,2.271595076308585703e-05,7.969531725393608212e-05,3.996871032714843750e+02,1.306868776960000000e+11,2.182319636480000000e+11,1.153058209792000000e+12,3.620201920000000000e+08,8.928655982017517090e-01,1.888627166748046875e+02,2.917887695312500000e+04,2.502336578369140625e+02,1.624896093750000000e+04,2.936988085937500000e+04,2.664540710449218750e+02,2.664540710449218750e+02,2.664540710449218750e+02,8.500672578811645508e-01,9.412392377853393555e-01,2.677500015124678612e-03,5.153416633605957031e+00,5.100204050540924072e-02,3.784138243645429611e-04,5.509428977966308594e-01,3.765938803553581238e-02,4.056645184755325317e-02,1.963694840669631958e-01,1.647318157438348862e-07,5.589114665985107422e+00,8.985204249620437622e-02,1.347881555557250977e-01,5.266625881195068359e-01
1.115000000000000000e+02,2.818844222929328680e-05,7.684036972932517529e-05,3.805585021972656250e+02,1.117999104000000000e+11,1.636191109120000000e+11,8.905622159360000000e+11,3.410075520000000000e+08,1.170248389244079590e+00,1.677762145996093750e+02,2.952055273437500000e+04,3.116080627441406250e+02,1.528035058593750000e+04,2.969091015625000000e+04,2.897210693359375000e+02,2.897210693359375000e+02,2.897210693359375000e+02,7.616092562675476074e-01,8.362349271774291992e-01,3.334205830469727516e-03,5.178639888763427734e+00,1.480534225702285767e-01,4.463534569367766380e-04,5.787388682365417480e-01,3.955936431884765625e-02,3.972852230072021484e-02,1.922821551561355591e-01,1.974460843712222413e-07,4.942199230194091797e+00,8.799294382333755493e-02,1.192541494965553284e-01,5.159921646118164062e-01
1.130000000000000000e+02,3.339716568007133901e-05,7.213729986688122153e-05,3.596509399414062500e+02,9.671935590400000000e+10,1.253235097600000000e+11,7.025389076480000000e+11,3.212145280000000000e+08,1.450510740280151367e+00,1.468347015380859375e+02,2.965985351562500000e+04,3.755892944335937500e+02,1.427413574218750000e+04,2.980965820312500000e+04,3.126767272949218750e+02,3.126767272949218750e+02,3.126767272949218750e+02,6.653860807418823242e-01,7.246511578559875488e-01,4.018805455416440964e-03,5.323772907257080078e+00,3.301140964031219482e-01,5.024010897614061832e-04,5.829166173934936523e-01,3.984493389725685120e-02,3.755777329206466675e-02,1.817595213651657104e-01,2.255613935631117783e-07,4.261618614196777344e+00,8.318490535020828247e-02,1.029588207602500916e-01,4.878980517387390137e-01
1.145000000000000000e+02,3.743570778169669211e-05,6.524460332002490759e-05,3.319935302734375000e+02,8.455109017600000000e+10,9.785837158400000000e+10,5.648471818240000000e+11,2.929621440000000000e+08,1.864865064620971680e+00,1.436032409667968750e+02,2.934176367187500000e+04,4.388504333496093750e+02,1.329093066406250000e+04,2.948894140625000000e+04,3.349215698242187500e+02,3.349215698242187500e+02,3.349215698242187500e+02,6.204898953437805176e-01,6.702274084091186523e-01,4.695699550211429596e-03,5.918712615966796875e+00,5.992447137832641602e-01,5.915169022046029568e-04,6.165558695793151855e-01,4.214432463049888611e-02,3.757759928703308105e-02,1.817953139543533325e-01,2.692199245757365134e-07,3.925786495208740234e+00,8.323832601308822632e-02,9.505045413970947266e-02,4.874991178512573242e-01
1.160000000000000000e+02,4.026970418635755777e-05,5.755730671808123589e-05,3.073293457031250000e+02,7.461317836800000000e+10,7.772353331200000000e+10,4.618028646400000000e+11,2.647364000000000000e+08,2.571892499923706055e+00,1.607131500244140625e+02,2.896378515625000000e+04,5.119424133300781250e+02,1.237837207031250000e+04,2.912915039062500000e+04,3.562071838378906250e+02,3.562071838378906250e+02,3.562071838378906250e+02,6.366537809371948242e-01,6.821812987327575684e-01,5.477782804518938065e-03,7.160849571228027344e+00,9.478381276130676270e-01,7.530590519309043884e-04,7.066815495491027832e-01,4.830481112003326416e-02,4.107605293393135071e-02,1.986132264137268066e-01,3.470523495252564317e-07,3.983447313308715820e+00,9.100999683141708374e-02,9.682464599609375000e-02,5.312964916229248047e-01
1.180000000000000000e+02,4.200327384751290083e-05,4.708106644102372229e-05,2.801616821289062500e+02,6.393507020800000000e+10,5.845522022400000000e+10,3.608129044480000000e+11,2.271704000000000000e+08,4.380792617797851562e+00,2.276037902832031250e+02,2.846548046875000000e+04,6.362374267578125000e+02,1.133187304687500000e+04,2.870049218750000000e+04,3.830959167480468750e+02,3.830959167480468750e+02,3.830959167480468750e+02,7.553494572639465332e-01,8.015153408050537109e-01,6.807740777730941772e-03,9.715900421142578125e+00,1.517548084259033203e+00,1.165084773674607277e-03,9.555346369743347168e-01,6.531503051519393921e-02,5.254471674561500549e-02,2.538708746433258057e-01,5.451369702313968446e-07,4.660735607147216797e+00,1.164690107107162476e-01,1.140990927815437317e-01,6.762780547142028809e-01
1.200000000000000000e+02,4.209432518109679222e-05,3.770918920054100454e-05,2.648291931152343750e+02,5.534313267200000000e+10,4.483868672000000000e+10,2.873467535360000000e+11,1.931912480000000000e+08,8.177940368652343750e+00,3.651338500976562500e+02,2.834387695312500000e+04,8.277512817382812500e+02,1.052931054687500000e+04,2.872207031250000000e+04,4.090203857421875000e+02,4.090203857421875000e+02,4.090203857421875000e+02,1.010833740234375000e+00,1.063334941864013672e+00,8.856938220560550690e-03,1.315022468566894531e+01,2.208500623703002930e+00,1.990701304748654366e-03,1.439364552497863770e+00,9.838695079088211060e-02,7.516032457351684570e-02,3.628812730312347412e-01,9.444776196687598713e-07,6.151254177093505859e+00,1.666642725467681885e-01,1.514244079589843750e-01,9.629274606704711914e-01
1.220000000000000000e+02,4.125863779336214066e-05,2.990456232510041445e-05,2.623364868164062500e+02,4.813929676800000000e+10,3.484476211200000000e+10,2.316743966720000000e+11,1.636312480000000000e+08,1.575278759002685547e+01,5.910704956054687500e+02,2.880232031250000000e+04,1.137686645507812500e+03,9.997656250000000000e+03,2.941732031250000000e+04,4.358030700683593750e+02,4.358030700683593750e+02,4.358030700683593750e+02,1.420160293579101562e+00,1.482867002487182617e+00,1.217324659228324890e-02,1.706814193725585938e+01,3.015628576278686523e+00,3.517740871757268906e-03,2.262945413589477539e+00,1.546823382377624512e-01,1.120222061872482300e-01,5.405377745628356934e-01,1.690740873527829535e-06,8.516503334045410156e+00,2.484782934188842773e-01,2.101296037435531616e-01,1.430365681648254395e+00
1.240000000000000000e+02,4.008546238765120506e-05,2.361740916967391968e-05,2.739932861328125000e+02,4.179126681600000000e+10,2.722783436800000000e+10,1.876499005440000000e+11,1.393012800000000000e+08,3.053197097778320312e+01,9.200758056640625000e+02,3.006059960937500000e+04,1.650299682617187500e+03,9.739772460937500000e+03,3.102502734375000000e+04,4.667969360351562500e+02,4.667969360351562500e+02,4.667969360351562500e+02,2.013241291046142578e+00,2.090158700942993164e+00,1.765820570290088654e-02,2.127091217041015625e+01,3.953725337982177734e+00,6.224721670150756836e-03,3.586190938949584961e+00,2.451320439577102661e-01,1.672518253326416016e-01,8.065842390060424805e-01,3.028301989616011269e-06,1.188156795501708984e+01,3.710579872131347656e-01,2.930516898632049561e-01,2.130555629730224609e+00
1.260000000000000000e+02,3.878702409565448761e-05,1.882494689198210835e-05,2.987892456054687500e+02,3.655055360000000000e+10,2.158205952000000000e+10,1.540122050560000000e+11,1.198038080000000000e+08,5.687594985961914062e+01,1.358083374023437500e+03,3.195969140625000000e+04,2.442060791015625000e+03,9.739243164062500000e+03,3.339725781250000000e+04,4.981138916015625000e+02,4.981138916015625000e+02,4.981138916015625000e+02,2.791870117187500000e+00,2.889237403869628906e+00,2.613004855811595917e-02,2.571389007568359375e+01,5.019582271575927734e+00,1.062783040106296539e-02,5.515369892120361328e+00,3.769999742507934570e-01,2.430098801851272583e-01,1.171326756477355957e+00,5.229006546869641170e-06,1.621690750122070312e+01,5.391976237297058105e-01,3.996313214302062988e-01,3.090784072875976562e+00
1.280000000000000000e+02,3.750987525563687086e-05,1.522185903013451025e-05,3.353876647949218750e+02,3.228693708800000000e+10,1.738017996800000000e+10,1.282854420480000000e+11,1.041979920000000000e+08,1.006357650756835938e+02,1.907697143554687500e+03,3.434110546875000000e+04,3.604501220703125000e+03,9.965187500000000000e+03,3.638485156250000000e+04,5.279687500000000000e+02,5.279687500000000000e+02,5.279687500000000000e+02,3.759590864181518555e+00,3.886347055435180664e+00,3.856815770268440247e-02,3.041969871520996094e+01,6.189863204956054688e+00,1.735575310885906219e-02,8.155397415161132812e+00,5.574575662612915039e-01,3.415939807891845703e-01,1.645640373229980469e+00,8.629646799818146974e-06,2.151094245910644531e+01,7.579991817474365234e-01,5.292751193046569824e-01,4.339705944061279297e+00
1.300000000000000000e+02,3.635461689555086195e-05,1.249300476047210395e-05,3.839094848632812500e+02,2.876539084800000000e+10,1.418787225600000000e+10,1.082029588480000000e+11,9.113550400000000000e+07,1.707254791259765625e+02,2.596361328125000000e+03,3.713108203125000000e+04,5.274174316406250000e+03,1.037709082031250000e+04,3.995175390625000000e+04,5.564305419921875000e+02,5.564305419921875000e+02,5.564305419921875000e+02,4.949571132659912109e+00,5.119108200073242188e+00,5.643365532159805298e-02,3.562268066406250000e+01,7.462929725646972656e+00,2.734488993883132935e-02,1.168685913085937500e+01,7.988485693931579590e-01,4.680758118629455566e-01,2.253710508346557617e+00,1.373190298181725666e-05,2.792196083068847656e+01,1.038729310035705566e+00,6.851530075073242188e-01,5.940711021423339844e+00
1.320000000000000000e+02,3.545310028130188584e-05,1.043032170855440199e-05,4.474904174804687500e+02,2.581887795200000000e+10,1.171940966400000000e+10,9.225008742400000000e+10,8.028624800000000000e+07,2.809174804687500000e+02,3.461188964843750000e+03,4.037917187500000000e+04,7.663377441406250000e+03,1.092962109375000000e+04,4.420044921875000000e+04,5.835652465820312500e+02,5.835652465820312500e+02,5.835652465820312500e+02,6.428334712982177734e+00,6.662744522094726562e+00,8.199813216924667358e-02,4.178268814086914062e+01,8.860363006591796875e+00,4.202836006879806519e-02,1.639426422119140625e+01,1.120620727539062500e+00,6.312971711158752441e-01,3.037794351577758789e+00,2.130424218194093555e-05,3.578992843627929688e+01,1.401017546653747559e+00,8.747637271881103516e-01,8.004745483398437500e+00
1.340000000000000000e+02,3.481898238533176482e-05,8.853893632476683706e-06,5.289380493164062500e+02,2.332562636800000000e+10,9.781235712000000000e+09,7.938470707200000000e+10,7.103016000000000000e+07,4.507966308593750000e+02,4.555224121093750000e+03,4.406903906250000000e+04,1.104808300781250000e+04,1.157745800781250000e+04,4.918982812500000000e+04,6.094353637695312500e+02,6.094353637695312500e+02,6.094353637695312500e+02,8.263073921203613281e+00,8.597332000732421875e+00,1.182144880294799805e-01,4.929867553710937500e+01,1.041353034973144531e+01,6.334231793880462646e-02,2.261021232604980469e+01,1.545508384704589844e+00,8.411518931388854980e-01,4.044888973236083984e+00,3.239488069084472954e-05,4.544443511962890625e+01,1.866811633110046387e+00,1.105282068252563477e+00,1.065566539764404297e+01
1.370000000000000000e+02,3.418906999286264181e-05,7.094375177985057235e-06,6.869171142578125000e+02,2.024319590400000000e+10,7.585144832000000000e+09,6.432513228800000000e+10,5.992107200000000000e+07,8.722901000976562500e+02,6.656466796875000000e+03,5.023826953125000000e+04,1.864128906250000000e+04,1.264187597656250000e+04,5.795959375000000000e+04,6.459991455078125000e+02,6.459991455078125000e+02,6.459991455078125000e+02,1.171802139282226562e+01,1.232100009918212891e+01,1.994617730379104614e-01,6.350238418579101562e+01,1.311071968078613281e+01,1.126483455300331116e-01,3.528548812866210938e+01,2.411919593811035156e+00,1.255640149116516113e+00,6.032013893127441406e+00,5.833601971971802413e-05,6.336649703979492188e+01,2.786667585372924805e+00,1.530764341354370117e+00,1.588834190368652344e+01
1.400000000000000000e+02,3.350802944623865187e-05,5.764617071690736338e-06,8.769658203125000000e+02,1.776090112000000000e+10,5.985968128000000000e+09,5.292031590400000000e+10,5.090637200000000000e+07,1.570526000976562500e+03,9.275330078125000000e+03,5.646418750000000000e+04,2.988080664062500000e+04,1.374106445312500000e+04,6.761387500000000000e+04,6.800406494140625000e+02,6.800406494140625000e+02,6.800406494140625000e+02,1.583996009826660156e+01,1.689265823364257812e+01,3.197247385978698730e-01,8.054477691650390625e+01,1.638261032104492188e+01,1.884233355522155762e-01,5.193472290039062500e+01,3.549968242645263672e+00,1.782349467277526855e+00,8.553421974182128906e+00,9.872334339888766408e-05,8.437136077880859375e+01,3.955490589141845703e+00,2.024882793426513672e+00,2.252915000915527344e+01
1.440000000000000000e+02,3.255256888223811984e-05,4.453369001566898078e-06,1.178482910156250000e+03,1.513104486400000000e+10,4.466915328000000000e+09,4.159882035200000000e+10,4.060065600000000000e+07,3.147772705078125000e+03,1.369401757812500000e+04,6.436883203125000000e+04,5.240660937500000000e+04,1.526841210937500000e+04,8.172864062500000000e+04,7.218083496093750000e+02,7.218083496093750000e+02,7.218083496093750000e+02,2.234400939941406250e+01,2.442141914367675781e+01,5.607513785362243652e-01,1.072516403198242188e+02,2.186807823181152344e+01,3.473719358444213867e-01,8.103104400634765625e+01,5.538830757141113281e+00,2.676412105560302734e+00,1.282579803466796875e+01,1.846850209403783083e-04,1.169226455688476562e+02,5.939093589782714844e+00,2.783442735671997070e+00,3.378699111938476562e+01
1.480000000000000000e+02,3.117925734841264784e-05,3.460414518485777080e-06,1.497868652343750000e+03,1.306486374400000000e+10,3.407881984000000000e+09,3.330459238400000000e+10,3.324846200000000000e+07,5.674079101562500000e+03,1.834859765625000000e+04,7.109120312500000000e+04,8.408231250000000000e+04,1.720408007812500000e+04,9.591950000000000000e+04,7.597869873046875000e+02,7.597869873046875000e+02,7.597869873046875000e+02,2.923524856567382812e+01,3.288757705688476562e+01,8.996831178665161133e-01,1.361008300781250000e+02,2.877381515502929688e+01,5.842359066009521484e-01,1.156954421997070312e+02,7.908296108245849609e+00,3.718731164932250977e+00,1.779470825195312500e+01,3.149561525788158178e-04,1.506602325439453125e+02,8.251274108886718750e+00,3.559073209762573242e+00,4.688539123535156250e+01
1.530000000000000000e+02,2.948531255242414773e-05,2.580314458100474440e-06,1.938470581054687500e+03,1.104206643200000000e+10,2.493232896000000000e+09,2.575364300800000000e+10,2.771624800000000000e+07,1.080991210937500000e+04,2.382994726562500000e+04,7.869803906250000000e+04,1.405015625000000000e+05,2.106625000000000000e+04,1.146359843750000000e+05,8.024584960937500000e+02,8.024584960937500000e+02,8.024584960937500000e+02,3.865283203125000000e+01,4.533166885375976562e+01,1.503378391265869141e+00,1.780746459960937500e+02,3.982858276367187500e+01,1.037515521049499512e+00,1.680155792236328125e+02,1.148461055755615234e+01,5.287874221801757812e+00,2.525762939453125000e+01,5.687692901119589806e-04,1.960086059570312500e+02,1.173105335235595703e+01,4.586727619171142578e+00,6.656098175048828125e+01
1.580000000000000000e+02,2.763298653007950634e-05,1.950600335476337932e-06,2.340556152343750000e+03,9.461811200000000000e+09,1.867719424000000000e+09,2.029180518400000000e+10,2.396451000000000000e+07,1.842743554687500000e+04,2.825013085937500000e+04,8.446489843750000000e+04,2.127904375000000000e+05,2.592797460937500000e+04,1.330440625000000000e+05,8.403596191406250000e+02,8.403596191406250000e+02,8.509981689453125000e+02,4.719792175292968750e+01,5.801530456542968750e+01,2.276902675628662109e+00,2.190154418945312500e+02,5.333371353149414062e+01,1.673084735870361328e+00,2.224659881591796875e+02,1.520653533935546875e+01,6.928345680236816406e+00,3.303194808959960938e+01,9.324779384769499302e-04,2.361185302734375000e+02,1.536719512939453125e+01,5.483407020568847656e+00,8.707233428955078125e+01
1.640000000000000000e+02,2.583259447419550270e-05,1.445581006009888370e-06,2.784941894531250000e+03,7.975996928000000000e+09,1.354595456000000000e+09,1.553609011200000000e+10,2.012655600000000000e+07,3.183412109375000000e+04,3.279481640625000000e+04,8.958099218750000000e+04,3.231498125000000000e+05,3.319018750000000000e+04,1.569948750000000000e+05,8.802990722656250000e+02,8.802990722656250000e+02,9.253188476562500000e+02,5.641054534912109375e+01,7.383394622802734375e+01,3.457881927490234375e+00,2.645518493652343750e+02,7.320475769042968750e+01,2.747410535812377930e+00,2.896356506347656250e+02,1.979787826538085938e+01,9.001811981201171875e+00,4.282067108154296875e+01,1.562474644742906094e-03,2.784646301269531250e+02,1.995871162414550781e+01,6.422943115234375000e+00,1.129093170166015625e+02
1.700000000000000000e+02,2.374500581936445087e-05,1.079816229321295395e-06,3.037230224609375000e+03,6.809517568000000000e+09,1.004843264000000000e+09,1.211532697600000000e+10,1.690328800000000000e+07,4.861356250000000000e+04,3.520207031250000000e+04,9.039022656250000000e+04,4.391970625000000000e+05,4.238526562500000000e+04,1.778706562500000000e+05,9.149588623046875000e+02,9.149588623046875000e+02,9.979805908203125000e+02,6.132613372802734375e+01,8.598333740234375000e+01,4.699938297271728516e+00,2.910496826171875000e+02,9.443841552734375000e+01,4.034182071685791016e+00,3.394758911132812500e+02,2.320468139648437500e+01,1.060536479949951172e+01,5.032595443725585938e+01,2.342788269743323326e-03,2.993611450195312500e+02,2.350259971618652344e+01,6.887342929840087891e+00,1.327721557617187500e+02
1.760000000000000000e+02,2.172374297515489161e-05,8.192054679057036992e-07,3.133341308593750000e+03,5.873624064000000000e+09,7.591527040000000000e+08,9.580387328000000000e+09,1.419620000000000000e+07,6.831165625000000000e+04,3.592094140625000000e+04,8.790135937500000000e+04,5.537726250000000000e+05,5.400491796875000000e+04,1.966280937500000000e+05,9.450445556640625000e+02,9.450445556640625000e+02,1.066761108398437500e+03,6.281151580810546875e+01,9.461724853515625000e+01,5.926641464233398438e+00,3.006645507812500000e+02,1.160124511718750000e+02,5.500824928283691406e+00,3.714386901855468750e+02,2.538947868347167969e+01,1.175570201873779297e+01,5.562883377075195312e+01,3.266534768044948578e-03,3.037827453613281250e+02,2.603707122802734375e+01,6.981810569763183594e+00,1.468423461914062500e+02
1.830000000000000000e+02,1.971664823940955102e-05,6.103666692069964483e-07,3.122689697265625000e+03,4.995453440000000000e+09,5.577057920000000000e+08,7.389586432000000000e+09,1.158083400000000000e+07,9.497241406250000000e+04,3.531248437500000000e+04,8.215436718750000000e+04,6.830837500000000000e+05,7.145780468750000000e+04,2.178400625000000000e+05,9.751730957031250000e+02,9.751730957031250000e+02,1.139628051757812500e+03,6.180297851562500000e+01,1.015469360351562500e+02,7.311971187591552734e+00,2.964062500000000000e+02,1.408023223876953125e+02,7.444958209991455078e+00,3.913489990234375000e+02,2.675043869018554688e+01,1.267635917663574219e+01,5.978631591796875000e+01,4.548420663923025131e-03,2.963870239257812500e+02,2.805449676513671875e+01,6.817378044128417969e+00,1.578511352539062500e+02
1.900000000000000000e+02,1.779469312168657780e-05,4.599610861077962909e-07,2.954494384765625000e+03,4.288130304000000000e+09,4.164730560000000000e+08,5.770918912000000000e+09,9.447297000000000000e+06,1.224811406250000000e+05,3.298980859375000000e+04,7.409746875000000000e+04,7.849409375000000000e+05,9.432918750000000000e+04,2.356596406250000000e+05,1.000732482910156250e+03,1.000732482910156250e+03,1.206370361328125000e+03,5.753024673461914062e+01,1.033349914550781250e+02,8.404611587524414062e+00,2.746238708496093750e+02,1.616361236572265625e+02,9.398338317871093750e+00,3.867478027343750000e+02,2.643592262268066406e+01,1.292123508453369141e+01,6.071008682250976562e+01,5.926148965954780579e-03,2.740408325195312500e+02,2.857167625427246094e+01,6.327773094177246094e+00,1.602954254150390625e+02
1.970000000000000000e+02,1.624314245418645442e-05,3.551978124960442074e-07,2.738803222656250000e+03,3.708913920000000000e+09,3.151550720000000000e+08,4.552338432000000000e+09,7.706829000000000000e+06,1.519012656250000000e+05,3.016591601562500000e+04,6.536987109375000000e+04,8.691255000000000000e+05,1.229414609375000000e+05,2.541096562500000000e+05,1.022423217773437500e+03,1.022423217773437500e+03,1.270601928710937500e+03,5.236206436157226562e+01,1.028538513183593750e+02,9.309513092041015625e+00,2.463665313720703125e+02,1.791078338623046875e+02,1.144850635528564453e+01,3.710964660644531250e+02,2.536608886718750000e+01,1.288145923614501953e+01,6.027016830444335938e+01,7.480262313038110733e-03,2.481797180175781250e+02,2.845562362670898438e+01,5.764469146728515625e+00,1.590227813720703125e+02
2.050000000000000000e+02,1.316790803684853017e-05,2.376815047000491177e-07,2.486704345703125000e+03,3.165978624000000000e+09,2.322093440000000000e+08,3.506278912000000000e+09,6.106757500000000000e+06,1.575305937500000000e+05,2.584225000000000000e+04,5.945903515625000000e+04,9.430145000000000000e+05,1.605869687500000000e+05,2.511371718750000000e+05,1.043230590820312500e+03,1.043230590820312500e+03,1.343154663085937500e+03,4.641389465332031250e+01,1.015642623901367188e+02,1.009025478363037109e+01,2.094670410156250000e+02,1.905245513916015625e+02,1.397994995117187500e+01,3.463190002441406250e+02,2.367243576049804688e+01,1.266509723663330078e+01,5.902028274536132812e+01,9.558035992085933685e-03,2.190977325439453125e+02,2.795847511291503906e+01,5.142912864685058594e+00,1.554248504638671875e+02
2.130000000000000000e+02,1.090817386284470558e-05,1.644692844138262444e-07,2.227484619140625000e+03,2.720367872000000000e+09,1.730514880000000000e+08,2.724072704000000000e+09,4.838884500000000000e+06,1.645673281250000000e+05,2.233859375000000000e+04,5.366965234375000000e+04,9.969636875000000000e+05,2.023664531250000000e+05,2.488782187500000000e+05,1.060493896484375000e+03,1.060493896484375000e+03,1.415496093750000000e+03,4.045023727416992188e+01,9.885839843750000000e+01,1.066751289367675781e+01,1.747959899902343750e+02,1.973934936523437500e+02,1.657458877563476562e+01,3.155530090332031250e+02,2.156944274902343750e+01,1.224704837799072266e+01,5.680558395385742188e+01,1.193645782768726349e-02,1.903466186523437500e+02,2.701354980468750000e+01,4.538700103759765625e+00,1.491617736816406250e+02
2.210000000000000000e+02,9.119184142036829144e-06,1.158043261284547043e-07,1.989494262695312500e+03,2.350032128000000000e+09,1.301588800000000000e+08,2.131312768000000000e+09,3.834244500000000000e+06,1.707192500000000000e+05,1.934017578125000000e+04,4.827089453125000000e+04,1.037237687500000000e+06,2.466395781250000000e+05,2.466395781250000000e+05,1.074823364257812500e+03,1.074823364257812500e+03,1.487794433593750000e+03,3.502517700195312500e+01,9.587159729003906250e+01,1.109844303131103516e+01,1.445843811035156250e+02,2.004929656982421875e+02,1.930013656616210938e+01,2.839938964843750000e+02,1.941224288940429688e+01,1.177180862426757812e+01,5.432543182373046875e+01,1.475037727504968643e-02,1.643939361572265625e+02,2.594180488586425781e+01,3.998073577880859375e+00,1.420654296875000000e+02
2.290000000000000000e+02,9.409054655407089740e-06,1.030896541465153859e-07,1.777113403320312500e+03,2.039042816000000000e+09,9.863760800000000000e+07,1.677193984000000000e+09,3.038188750000000000e+06,2.284637656250000000e+05,1.675578515625000000e+04,3.741527734375000000e+04,1.057897375000000000e+06,2.914447500000000000e+05,2.914447500000000000e+05,1.086722900390625000e+03,1.086722900390625000e+03,1.560083984375000000e+03,3.019207000732421875e+01,9.142237854003906250e+01,1.131950283050537109e+01,1.206273040771484375e+02,2.070505828857421875e+02,2.208007621765136719e+01,2.548465118408203125e+02,1.741988945007324219e+01,1.129468631744384766e+01,5.172679901123046875e+01,1.811206154525279999e-02,1.413771972656250000e+02,2.483258438110351562e+01,3.518416404724121094e+00,1.345746307373046875e+02
2.370000000000000000e+02,9.388771104568149894e-06,8.869795209420772153e-08,1.589937377929687500e+03,1.775624960000000000e+09,7.521484800000000000e+07,1.326154112000000000e+09,2.407408250000000000e+06,2.817136562500000000e+05,1.418164648437500000e+04,2.946042968750000000e+04,1.056893750000000000e+06,3.347250937500000000e+05,3.347250937500000000e+05,1.096608886718750000e+03,1.096608886718750000e+03,1.632371704101562500e+03,2.590967178344726562e+01,8.692732238769531250e+01,1.130876350402832031e+01,9.972940826416015625e+01,2.097043151855468750e+02,2.490249633789062500e+01,2.273027648925781250e+02,1.553715133666992188e+01,1.079414939880371094e+01,4.905474090576171875e+01,2.213463932275772095e-02,1.210618591308593750e+02,2.366944503784179688e+01,3.090824365615844727e+00,1.268442993164062500e+02
2.450000000000000000e+02,9.111187864618841559e-06,7.394589118803196470e-08,1.425203491210937500e+03,1.550889344000000000e+09,5.764964800000000000e+07,1.052772864000000000e+09,1.907586750000000000e+06,3.291135000000000000e+05,1.186993945312500000e+04,2.357669335937500000e+04,1.036970187500000000e+06,3.745651562500000000e+05,3.745651562500000000e+05,1.104825805664062500e+03,1.104825805664062500e+03,1.704658813476562500e+03,2.210556793212890625e+01,8.251004791259765625e+01,1.109558200836181641e+01,8.194086456298828125e+01,2.086901092529296875e+02,2.769114494323730469e+01,2.016150207519531250e+02,1.378128147125244141e+01,1.025744342803955078e+01,4.629440689086914062e+01,2.693244814872741699e-02,1.030994567871093750e+02,2.242947769165039062e+01,2.706327438354492188e+00,1.188848342895507812e+02
2.540000000000000000e+02,8.564599738747347146e-06,5.875813613442915084e-08,1.263598510742187500e+03,1.335850240000000000e+09,4.296696400000000000e+07,8.152095360000000000e+08,1.468201500000000000e+06,3.741427500000000000e+05,9.670918945312500000e+03,1.870050976562500000e+04,9.970246875000000000e+05,4.133400625000000000e+05,4.133400625000000000e+05,1.112427490234375000e+03,1.112427490234375000e+03,1.785978149414062500e+03,1.834698486328125000e+01,7.777239227294921875e+01,1.066816329956054688e+01,6.536257934570312500e+01,2.034768981933593750e+02,3.069130516052246094e+01,1.752218933105468750e+02,1.197719383239746094e+01,9.610372543334960938e+00,4.312530517578125000e+01,3.341744095087051392e-02,8.546370697021484375e+01,2.094897460937500000e+01,2.319047689437866211e+00,1.098041610717773438e+02
2.630000000000000000e+02,7.851798727642744780e-06,4.571534972797053342e-08,1.120193115234375000e+03,1.153640448000000000e+09,3.216094000000000000e+07,6.334792960000000000e+08,1.130023375000000000e+06,4.096298437500000000e+05,7.870209960937500000e+03,1.507904101562500000e+04,9.417780625000000000e+05,4.443141250000000000e+05,4.443141250000000000e+05,1.118607788085937500e+03,1.118607788085937500e+03,1.867278442382812500e+03,1.501170921325683594e+01,7.315450286865234375e+01,1.007702541351318359e+01,5.188612747192382812e+01,1.944471588134765625e+02,3.332809066772460938e+01,1.509815368652343750e+02,1.032025623321533203e+01,8.870704650878906250e+00,3.970981979370117188e+01,4.110575467348098755e-02,6.993322753906250000e+01,1.928086471557617188e+01,1.971343994140625000e+00,1.002157592773437500e+02
2.720000000000000000e+02,7.049912710499484092e-06,3.497484257763971982e-08,9.920126953125000000e+02,9.984477440000000000e+08,2.416241800000000000e+07,4.937151040000000000e+08,8.697395625000000000e+05,4.354528750000000000e+05,6.414225585937500000e+03,1.232887890625000000e+04,8.767601250000000000e+05,4.669116875000000000e+05,4.669116875000000000e+05,1.123635375976562500e+03,1.123635375976562500e+03,1.948461547851562500e+03,1.209879493713378906e+01,6.867723083496093750e+01,9.381334304809570312e+00,4.103319931030273438e+01,1.822888641357421875e+02,3.544653701782226562e+01,1.290078582763671875e+02,8.818259239196777344e+00,8.059078216552734375e+00,3.612022018432617188e+01,5.006466805934906006e-02,5.645746231079101562e+01,1.747221946716308594e+01,1.661839127540588379e+00,9.034836578369140625e+01
